catch_record_code,crc_name,hydrologic_system,block,region,year,harvest_fish,harvest_species,harvest_license_year,status,source,note,creel_unit,crc_resolution,denominator_pathway,coverage
782,Morse Creek (Clallam Co.),Morse Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
782,Morse Creek (Clallam Co.),Morse Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
782,Morse Creek (Clallam Co.),Morse Cr. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
782,Morse Creek (Clallam Co.),Morse Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
784,Berry Creek,Nisqually R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
784,Berry Creek,Nisqually R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
784,Berry Creek,Nisqually R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
784,Berry Creek,Nisqually R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
786,Nisqually River,Nisqually R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Nisqually salmon 2022,Nisqually salmon,standalone,donor_required - no interviews anywhere in unit,No harvest file for this year
786,Nisqually River,Nisqually R. System,Puget Sound,Puget Sound,2023,5136.0,5.0,2023-24,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Nisqually salmon,standalone,donor_required - no interviews anywhere in unit,"CRC harvest, no creel"
786,Nisqually River,Nisqually R. System,Puget Sound,Puget Sound,2024,3230.0,5.0,2024-25,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Nisqually salmon,standalone,donor_required - no interviews anywhere in unit,"CRC harvest, no creel"
786,Nisqually River,Nisqually R. System,Puget Sound,Puget Sound,2025,,,,P3 published/projected figure,NEPA PS projection workbook,"2025 via NEPA projection - MUST be labelled as projection, not estimate",Nisqually salmon,standalone,donor_required - no interviews anywhere in unit,No harvest file for this year
788,"Nooksack River, Mid. Fork",Nooksack R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
788,"Nooksack River, Mid. Fork",Nooksack R. System,Puget Sound,Puget Sound,2023,68.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
788,"Nooksack River, Mid. Fork",Nooksack R. System,Puget Sound,Puget Sound,2024,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
788,"Nooksack River, Mid. Fork",Nooksack R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
790,"Nooksack River, No. Fork",Nooksack R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
790,"Nooksack River, No. Fork",Nooksack R. System,Puget Sound,Puget Sound,2023,744.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
790,"Nooksack River, No. Fork",Nooksack R. System,Puget Sound,Puget Sound,2024,119.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
790,"Nooksack River, No. Fork",Nooksack R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
792,"Nooksack River, So. Fork",Nooksack R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
792,"Nooksack River, So. Fork",Nooksack R. System,Puget Sound,Puget Sound,2023,1201.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
792,"Nooksack River, So. Fork",Nooksack R. System,Puget Sound,Puget Sound,2024,2121.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
792,"Nooksack River, So. Fork",Nooksack R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
794,"Nooksack River, below North Fork",Nooksack R. System,Puget Sound,Puget Sound,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Nooksack fall salmon,standalone,donor_required - thin and no pooling partner in unit,No harvest file for this year
794,"Nooksack River, below North Fork",Nooksack R. System,Puget Sound,Puget Sound,2023,2112.0,4.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Nooksack fall salmon 2023,Nooksack fall salmon,standalone,donor_required - thin and no pooling partner in unit,Creel + CRC harvest
794,"Nooksack River, below North Fork",Nooksack R. System,Puget Sound,Puget Sound,2024,4979.0,5.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Nooksack fall salmon 2024,Nooksack fall salmon,standalone,donor_required - thin and no pooling partner in unit,Creel + CRC harvest
794,"Nooksack River, below North Fork",Nooksack R. System,Puget Sound,Puget Sound,2025,,,,P3 published/projected figure,NEPA PS projection workbook,"2025 via NEPA projection - MUST be labelled as projection, not estimate",Nooksack fall salmon,standalone,donor_required - thin and no pooling partner in unit,No harvest file for this year
802,Carbon River,Puyallup R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup_Carbon salmon 2022,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,No harvest file for this year
802,Carbon River,Puyallup R. System,Puget Sound,Puget Sound,2023,2469.0,5.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup_Carbon salmon 2023,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,Creel + CRC harvest
802,Carbon River,Puyallup R. System,Puget Sound,Puget Sound,2024,2999.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup Carbon salmon 2024,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,Creel + CRC harvest
802,Carbon River,Puyallup R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup Carbon salmon 2025,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,No harvest file for this year
804,Puyallup River,Puyallup R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup_Carbon salmon 2022,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,No harvest file for this year
804,Puyallup River,Puyallup R. System,Puget Sound,Puget Sound,2023,56064.0,6.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup_Carbon salmon 2023,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,Creel + CRC harvest
804,Puyallup River,Puyallup R. System,Puget Sound,Puget Sound,2024,13064.0,5.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup Carbon salmon 2024,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,Creel + CRC harvest
804,Puyallup River,Puyallup R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Puyallup Carbon salmon 2025,Puyallup Carbon salmon,"CRC-native effort, pooled denominator",donor_required - no interviews anywhere in unit,No harvest file for this year
808,White (Stuck) River,Puyallup R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
808,White (Stuck) River,Puyallup R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
808,White (Stuck) River,Puyallup R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
808,White (Stuck) River,Puyallup R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
810,Pysht River,Pysht R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
810,Pysht River,Pysht R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
810,Pysht River,Pysht R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
810,Pysht River,Pysht R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
812,Quilcene River,Quilcene R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
812,Quilcene River,Quilcene R. System,Puget Sound,Puget Sound,2023,2973.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
812,Quilcene River,Quilcene R. System,Puget Sound,Puget Sound,2024,4097.0,3.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
812,Quilcene River,Quilcene R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
814,Salt Creek (Clallam Co.),Salt Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
814,Salt Creek (Clallam Co.),Salt Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
814,Salt Creek (Clallam Co.),Salt Cr. System,Puget Sound,Puget Sound,2024,266.0,3.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
814,Salt Creek (Clallam Co.),Salt Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
816,Samish River,Samish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
816,Samish River,Samish R. System,Puget Sound,Puget Sound,2023,14111.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
816,Samish River,Samish R. System,Puget Sound,Puget Sound,2024,10710.0,5.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
816,Samish River,Samish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
818,Sekiu River,Sekiu R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
818,Sekiu River,Sekiu R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
818,Sekiu River,Sekiu R. System,Puget Sound,Puget Sound,2024,16.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
818,Sekiu River,Sekiu R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
824,Baker River,Skagit R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
824,Baker River,Skagit R. System,Puget Sound,Puget Sound,2023,180.0,4.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
824,Baker River,Skagit R. System,Puget Sound,Puget Sound,2024,39.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
824,Baker River,Skagit R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
825,Baker Lake,Skagit R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
825,Baker Lake,Skagit R. System,Puget Sound,Puget Sound,2023,12729.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
825,Baker Lake,Skagit R. System,Puget Sound,Puget Sound,2024,10697.0,2.0,"2023-24,2024-25",Not yet assessed,,,,standalone,,"CRC harvest, no creel"
825,Baker Lake,Skagit R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
826,Cascade River,Skagit R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Cascade fall salmon 2022,Cascade fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
826,Cascade River,Skagit R. System,Puget Sound,Puget Sound,2023,1950.0,5.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Cascade fall salmon 2023,Cascade fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
826,Cascade River,Skagit R. System,Puget Sound,Puget Sound,2024,3162.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Cascade fall salmon 2024,Cascade fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
826,Cascade River,Skagit R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Skagit fall salmon 2025,Cascade fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
828,Sauk River,Skagit R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
828,Sauk River,Skagit R. System,Puget Sound,Puget Sound,2023,49.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
828,Sauk River,Skagit R. System,Puget Sound,Puget Sound,2024,39.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
828,Sauk River,Skagit R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
830,Skagit River,Skagit R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Skagit fall salmon 2022,Skagit fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
830,Skagit River,Skagit R. System,Puget Sound,Puget Sound,2023,26645.0,7.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Skagit fall salmon 2023,Skagit fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
830,Skagit River,Skagit R. System,Puget Sound,Puget Sound,2024,14633.0,6.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Skagit fall salmon 2024,Skagit fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
830,Skagit River,Skagit R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Skagit fall salmon 2025,Skagit fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
832,Suiattle River,Skagit R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
832,Suiattle River,Skagit R. System,Puget Sound,Puget Sound,2023,33.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
832,Suiattle River,Skagit R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
832,Suiattle River,Skagit R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
834,Skokomish River (Mason Co.),Skokomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
834,Skokomish River (Mason Co.),Skokomish R. System,Puget Sound,Puget Sound,2023,343.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
834,Skokomish River (Mason Co.),Skokomish R. System,Puget Sound,Puget Sound,2024,31.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
834,Skokomish River (Mason Co.),Skokomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
840,Pilchuck River (Snohomish System),Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
840,Pilchuck River (Snohomish System),Snohomish R. System,Puget Sound,Puget Sound,2023,305.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
840,Pilchuck River (Snohomish System),Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
840,Pilchuck River (Snohomish System),Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
842,Raging River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
842,Raging River,Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
842,Raging River,Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
842,Raging River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
844,Skykomish River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
844,Skykomish River,Snohomish R. System,Puget Sound,Puget Sound,2023,401.0,3.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2023,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
844,Skykomish River,Snohomish R. System,Puget Sound,Puget Sound,2024,200.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2024,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
844,Skykomish River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2025,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
846,"Skykomish River, No. Fork",Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
846,"Skykomish River, No. Fork",Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
846,"Skykomish River, No. Fork",Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
846,"Skykomish River, No. Fork",Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
848,"Skykomish River, So. Fork",Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
848,"Skykomish River, So. Fork",Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
848,"Skykomish River, So. Fork",Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
848,"Skykomish River, So. Fork",Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
850,Snohomish River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2022,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
850,Snohomish River,Snohomish R. System,Puget Sound,Puget Sound,2023,25214.0,5.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2023,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
850,Snohomish River,Snohomish R. System,Puget Sound,Puget Sound,2024,1675.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2024,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
850,Snohomish River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2025,Snohomish fall salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
852,Snoqualmie River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2022,Snohomish fall salmon,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
852,Snoqualmie River,Snohomish R. System,Puget Sound,Puget Sound,2023,144.0,2.0,2023-24,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Snohomish fall salmon,"CRC-native effort, pooled denominator",pool_within_unit,"CRC harvest, no creel"
852,Snoqualmie River,Snohomish R. System,Puget Sound,Puget Sound,2024,182.0,1.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Snohomish fall salmon 2024,Snohomish fall salmon,"CRC-native effort, pooled denominator",pool_within_unit,Creel + CRC harvest
852,Snoqualmie River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,P3 published/projected figure,NEPA PS projection workbook,"2025 via NEPA projection - MUST be labelled as projection, not estimate",Snohomish fall salmon,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
854,Sultan River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
854,Sultan River,Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
854,Sultan River,Snohomish R. System,Puget Sound,Puget Sound,2024,26.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
854,Sultan River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
856,Tokul Creek,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
856,Tokul Creek,Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
856,Tokul Creek,Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
856,Tokul Creek,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
858,Tolt River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
858,Tolt River,Snohomish R. System,Puget Sound,Puget Sound,2023,96.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
858,Tolt River,Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
858,Tolt River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
860,Wallace River,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Wallace salmon and gamefish 2022-23,Wallace salmon and gamefish,standalone,crc_own,No harvest file for this year
860,Wallace River,Snohomish R. System,Puget Sound,Puget Sound,2023,610.0,2.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Wallace salmon and gamefish 2022-23; Wallace salmon and gamefish 2023-24,Wallace salmon and gamefish,standalone,crc_own,Creel + CRC harvest
860,Wallace River,Snohomish R. System,Puget Sound,Puget Sound,2024,1126.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Wallace salmon and gamefish 2024-25,Wallace salmon and gamefish,standalone,crc_own,Creel + CRC harvest
860,Wallace River,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,P3 published/projected figure,NEPA PS projection workbook,"2025 via NEPA projection - MUST be labelled as projection, not estimate",Wallace salmon and gamefish,standalone,crc_own,No harvest file for this year
862,Woods Creek,Snohomish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
862,Woods Creek,Snohomish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
862,Woods Creek,Snohomish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
862,Woods Creek,Snohomish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
866,Canyon Creek,Stillaguamish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
866,Canyon Creek,Stillaguamish R. System,Puget Sound,Puget Sound,2023,145.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
866,Canyon Creek,Stillaguamish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
866,Canyon Creek,Stillaguamish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
870,Pilchuck Creek (Stillaguamish System),Stillaguamish R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
870,Pilchuck Creek (Stillaguamish System),Stillaguamish R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
870,Pilchuck Creek (Stillaguamish System),Stillaguamish R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
870,Pilchuck Creek (Stillaguamish System),Stillaguamish R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
872,"Stillaguamish R, No. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
872,"Stillaguamish R, No. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2023,1894.0,2.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2023-24,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
872,"Stillaguamish R, No. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2024,919.0,4.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2024-25,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,Creel + CRC harvest
872,"Stillaguamish R, No. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2025-26,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
874,"Stillaguamish R, So. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
874,"Stillaguamish R, So. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2023,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",pool_within_unit,Neither
874,"Stillaguamish R, So. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2024,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2024-25,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",pool_within_unit,"Creel, no CRC harvest"
874,"Stillaguamish R, So. Fork",Stillaguamish R. System,Puget Sound,Puget Sound,2025,,,,P3 published/projected figure,NEPA PS projection workbook,"2025 via NEPA projection - MUST be labelled as projection, not estimate",Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
876,Stillaguamish River,Stillaguamish R. System,Puget Sound,Puget Sound,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
876,Stillaguamish River,Stillaguamish R. System,Puget Sound,Puget Sound,2023,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2023-24,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,"Creel, no CRC harvest"
876,Stillaguamish River,Stillaguamish R. System,Puget Sound,Puget Sound,2024,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2024-25,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,"Creel, no CRC harvest"
