fishery_name,study_design,year,month,catch_area_code,angler_final,total_effort_hrs,n_strata,n_strata_estimated,prop_strata_estimated,n_completed_angler_trips,mean_trip_length,trip_length_source,n_donor_obs,n_trip_length_obs,mean_group_size,sd,total_trips_est,trip_expansion,prev_int_status,pe_period
Quillayute fall salmon 2023,Standard,2023,11,400,boat,53.861539502164504,2,2,1,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,8.410141364881174,estimated_donor,partial,month
Quillayute fall salmon 2023,Standard,2023,11,402,bank,9.536848168343445,2,2,1,NA,4.266151546391753,type_season,97,NA,1.958762886597938,2.832356477100951,2.2354686805276685,estimated_donor,partial,month
Quillayute fall salmon 2023,Standard,2023,11,402,boat,0,2,2,1,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,11,404,bank,195.03043287903057,2,2,1,4,2.3458325,month,4,4,2.5,1.984309719984509,83.13911282200692,estimated,partial,month
Quillayute fall salmon 2023,Standard,2023,11,404,boat,412.0854301948052,2,2,1,1,2.4,month,1,1,5,2.4179489242084298,171.70226258116884,estimated,partial,month
Quillayute fall salmon 2023,Standard,2023,11,406,bank,768.9061625569634,2,2,1,10,3.341667,month,10,10,1.5,1.8896618173516304,230.09658429668886,estimated,partial,month
Quillayute fall salmon 2023,Standard,2023,11,406,boat,760.7974161255411,2,2,1,7,5.514285714285714,month,7,7,2.5714285714285716,1.332687821920512,137.9684433388287,estimated,partial,month
Quillayute fall salmon 2023,Standard,2023,12,398,bank,0,1,0,0,NA,4.062120909090909,area_season,11,NA,2,2.357717962761681,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,398,boat,0,1,0,0,NA,6.514414054054054,area_season,37,NA,2.918918918918919,1.858800802582227,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,400,bank,0,1,0,0,NA,2.2555566666666667,area_season,6,NA,1.8333333333333333,1.546669473179925,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,400,boat,0,1,0,0,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,402,bank,0,1,0,0,NA,4.266151546391753,type_season,97,NA,1.958762886597938,2.832356477100951,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,402,boat,0,1,0,0,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,month
Quillayute fall salmon 2023,Standard,2023,12,404,bank,1.9265705049884456,1,1,1,NA,5.002778055555556,area_season,36,NA,2,3.1751133595572565,0.3851001350837462,estimated_donor,partial,month
Quillayute fall salmon 2023,Standard,2023,12,404,boat,21.86704545454545,1,1,1,1,7.53333,month,1,1,3,2.4179489242084298,2.9027064332168444,estimated,partial,month
Quillayute fall salmon 2023,Standard,2023,12,406,bank,5.353488019353351,1,1,1,NA,3.9886368181818184,area_season,44,NA,1.9318181818181819,2.6505955353105546,1.3421848775376062,estimated_donor,partial,month
Quillayute fall salmon 2023,Standard,2023,12,406,boat,0,1,1,1,NA,5.619444166666667,area_season,12,NA,2.6666666666666665,1.7698199013379778,0,zero_effort,partial,month
Quillayute fall salmon 2024,Standard,2024,9,398,bank,338.80551980633965,2,2,1,13,2.0974361538461537,month,13,13,2.076923076923077,1.0967927102658495,161.53317429236557,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,398,boat,849.3633597883597,2,2,1,17,6.083333529411765,month,17,17,2.411764705882353,2.075033876900993,139.62136971149928,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,400,bank,332.5091218812443,2,2,1,10,4.261667,month,10,10,2.2,1.6234024637371283,78.02325284477747,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,400,boat,59.47155257936508,2,2,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,9.85518309332718,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,9,402,bank,78.12060185918449,2,2,1,1,0.51667,month,1,1,2,1.0961608424861746,151.20018940365125,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,402,boat,374.5522321428572,2,2,1,NA,7.074999999999999,area_season,2,NA,2.5,0.22391243333053196,52.94024482584555,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,9,404,bank,1285.7488717298284,2,2,1,23,4.657246521739131,month,23,23,2.347826086956522,3.782992624494298,276.07490085143655,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,404,boat,1676.3768518518518,2,2,1,25,5.3413324,month,25,25,2.36,1.6302634449128153,313.84993973635716,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,406,bank,1186.936244590366,2,2,1,20,2.641666,month,20,20,2.2,1.5022839025907047,449.3135182836763,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,9,406,boat,262.63775628306877,2,2,1,2,5.491665,month,2,2,2.5,2.1331078136020225,47.82479562811438,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,398,bank,257.4994460652492,2,2,1,13,4.4410261538461535,month,13,13,2.076923076923077,3.109898497809155,57.981970189984494,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,398,boat,1015.0998037918872,2,2,1,16,6.359375,month,16,16,2.125,2.7369077668200656,159.62257356924025,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,400,bank,227.7001942987656,2,2,1,5,2.620002,month,5,5,2,0.9064113672444758,86.90840476410537,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,400,boat,41.005013227513224,2,2,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,6.795045623908276,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,10,402,bank,112.20386313692347,2,2,1,3,1.9944433333333333,month,3,3,1.3333333333333333,0.9916766759550883,56.25823569998152,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,402,boat,580.3900411522634,2,2,1,2,7.074999999999999,month,2,2,2.5,0.22391243333053196,82.03392807805844,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,404,bank,1562.960615217512,2,2,1,45,3.524814222222222,month,45,45,2,2.4429807127131777,443.4164516710734,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,404,boat,5007.116145544637,2,2,1,41,5.541057804878049,month,41,41,2.341463414634146,2.638693992884086,903.6390382241892,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,406,bank,1573.9321601329052,2,2,1,42,2.5047619047619047,month,42,42,1.9761904761904763,1.721608248383935,628.3759574675097,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,10,406,boat,3724.1998015873014,2,2,1,42,6.772222857142857,month,42,42,2.761904761904762,1.7354844185769416,549.9228067575008,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,398,bank,502.4847284797554,2,2,1,23,3.3833334782608695,month,23,23,2.0434782608695654,1.7033684512795888,148.51764737599765,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,398,boat,1298.4045748299318,2,2,1,17,5.737255294117647,month,17,17,2.588235294117647,1.730651207295673,226.31110317875755,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,400,bank,269.03949071686156,2,2,1,2,2.9666699999999997,month,2,2,1.5,0.7778174593052023,90.68736688504673,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,400,boat,142.57326105442178,2,2,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,23.62617976097002,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,11,402,bank,31.997228116827905,2,2,1,NA,1.625,area_season,4,NA,1.5,1.0961608424861746,19.690601918047943,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,11,402,boat,74.19965136054422,2,2,1,NA,7.074999999999999,area_season,2,NA,2.5,0.22391243333053196,10.48758323117233,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,11,404,bank,74.96047066778574,2,2,1,NA,3.9078427941176472,area_season,68,NA,2.1176470588235294,2.984938476783337,19.182058904882606,estimated_donor,partial,month
Quillayute fall salmon 2024,Standard,2024,11,404,boat,829.7436352040816,2,2,1,1,4.31667,month,1,1,3,2.283716586639933,192.2184543187414,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,406,bank,945.7361372819288,2,2,1,18,2.305555555555556,month,18,18,1.6111111111111112,2.1458575901934522,410.19880653192087,estimated,partial,month
Quillayute fall salmon 2024,Standard,2024,11,406,boat,4152.837969812925,2,2,1,57,6.1456140350877195,month,57,57,2.6140350877192984,1.456902372495028,675.7401206946523,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,398,bank,270.01179955675275,2,2,1,4,3.4083325,month,4,4,1.75,2.0906536590800973,79.22108525408032,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,398,boat,240.7333429783951,2,2,1,2,6.758335,month,2,2,2.5,1.0017369637035463,35.62021459107829,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,400,bank,626.773088561463,2,2,1,13,6.588461538461538,month,13,13,2,2.4543642611982914,95.13193404902533,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,400,boat,0,2,2,1,NA,6.525,area_season,4,NA,3.25,0.8845903006477066,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,9,402,bank,52.141263423811544,2,2,1,NA,1.7625,area_season,4,NA,2,2.480640426569988,29.58369555960939,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,9,402,boat,39.71068672839507,2,2,1,1,1.5,month,1,1,1,1.9994294186376065,26.473791152263377,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,404,bank,1848.0449019360512,4,4,1,34,3.183333823529412,month,34,34,1.8823529411764706,2.257706410430076,580.5375761336569,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,404,boat,2262.993525752315,4,4,1,25,5.0593328,month,25,25,2.64,2.3384432096242294,447.2909008382123,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,406,bank,2089.4137656493726,2,2,1,20,4.2883345,month,20,20,1.4,3.984253374552951,487.2319931314529,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,9,406,boat,407.36756365740746,2,2,1,3,6.044443333333334,month,3,3,3.6666666666666665,2.1071508321981445,67.3953813762956,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,398,bank,256.2043509303677,2,2,1,1,4.21667,month,1,1,1,2.68029411325395,60.75987709030294,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,398,boat,1225.2445387517148,2,2,1,12,5.941666666666666,month,12,12,2.4166666666666665,1.8622855703303416,206.21226458654388,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,400,bank,277.06590298637826,2,2,1,NA,6.4525,area_season,20,NA,2.05,2.247215486875398,42.93931080765258,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,10,400,boat,29.05150034293553,2,2,1,1,5.8,month,1,1,2,0.8845903006477066,5.008879369471643,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,402,bank,476.2740996337605,2,2,1,3,2.1777766666666665,month,3,3,2.3333333333333335,2.862802321089134,218.6974022284626,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,402,boat,24.26616512345679,2,2,1,NA,1.5,area_season,1,NA,1,1.9994294186376065,16.17744341563786,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,10,404,bank,4218.0230448065895,4,4,1,32,4.82864625,month,32,32,2.28125,3.1797645254455964,873.5415324339797,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,404,boat,6527.229616769548,4,4,1,66,6.057323181818182,month,66,66,2.8181818181818183,1.975590915119329,1077.5765830626058,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,406,bank,4858.325612668221,2,2,1,44,3.926515227272727,month,44,44,2.0681818181818183,3.038789489509122,1237.3123065774303,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,10,406,boat,1987.1877293381347,2,2,1,22,6.748485,month,22,22,2.4545454545454546,1.7844862977358897,294.46427299432906,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,398,bank,1780.0649057824526,2,2,1,36,5.731481666666666,month,36,36,2.0277777777777777,2.689729688497659,310.5767425088369,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,398,boat,1567.284614197531,2,2,1,22,6.259848636363636,month,22,22,2.3181818181818183,2.3886184699634287,250.37100818910073,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,400,bank,629.6010719953812,2,2,1,7,6.2,month,7,7,2.142857142857143,1.956873294978497,101.54855999925502,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,400,boat,151.63539544753087,2,2,1,3,6.766666666666667,month,3,3,3.6666666666666665,0.9073771725877466,22.409171741014415,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,402,bank,54.34891492558393,2,2,1,1,0.51667,month,1,1,1,2.480640426569988,105.19076959293926,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,402,boat,0,2,2,1,NA,1.5,area_season,1,NA,1,1.9994294186376065,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,11,404,bank,293.73947721593305,4,4,1,1,2,month,1,1,3,2.834148427294592,146.86973860796653,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,404,boat,271.17109760802475,4,4,1,2,2.25,month,2,2,2,0.3535533905932738,120.52048782578878,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,406,bank,1668.9812974740375,2,2,1,8,1.7458325000000001,month,8,8,2.25,0.8486551873363276,955.9801971117146,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,11,406,boat,1574.018809799383,2,2,1,29,6.240805172413793,month,29,29,2.7241379310344827,1.1486752977502286,252.21405993524877,estimated,partial,month
Quillayute fall salmon 2025,Standard,2025,12,398,bank,130.88703432825113,1,1,1,NA,5.467886341463415,area_season,41,NA,1.975609756097561,2.68029411325395,23.937409476807225,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,12,398,boat,163.85717592592593,1,1,1,NA,6.1814816666666665,area_season,36,NA,2.361111111111111,2.1411538063810363,26.507750853572475,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,12,400,bank,21.938900413298622,1,1,1,NA,6.4525,area_season,20,NA,2.05,2.247215486875398,3.4000620555286516,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,12,400,boat,9.638657407407408,1,1,1,NA,6.525,area_season,4,NA,3.25,0.8845903006477066,1.4771888746984532,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,12,402,bank,0,1,1,1,NA,1.7625,area_season,4,NA,2,2.480640426569988,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,12,402,boat,0,1,1,1,NA,1.5,area_season,1,NA,1,1.9994294186376065,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,12,404,bank,0,2,2,1,NA,3.9514929850746268,area_season,67,NA,2.08955223880597,2.834148427294592,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,12,404,boat,0,2,2,1,NA,5.707168279569893,area_season,93,NA,2.752688172043011,2.155744141503681,0,zero_effort,partial,month
Quillayute fall salmon 2025,Standard,2025,12,406,bank,5.244122985862384,1,1,1,NA,3.7847225,area_season,72,NA,1.9027777777777777,3.234799401303354,1.3856030358533244,estimated_donor,partial,month
Quillayute fall salmon 2025,Standard,2025,12,406,boat,9.638657407407408,1,1,1,NA,6.436728703703704,area_season,54,NA,2.6666666666666665,1.4820320566874494,1.4974465836755415,estimated_donor,partial,month
Satsop salmon 2022,Standard,2022,10,329,bank,6040.771603760217,2,2,1,42,4.04484119047619,month,42,42,1.6666666666666667,2.398580776835724,1493.4508721834516,estimated,partial,month
Satsop salmon 2022,Standard,2022,10,329,boat,3243.02604370915,2,2,1,32,6.590624375,month,32,32,2.5,2.398938811931881,492.0665871978404,estimated,partial,month
Satsop salmon 2022,Standard,2022,11,329,bank,12366.980407907311,2,2,1,144,4.212847152777778,month,144,144,1.7013888888888888,2.279370754182063,2935.5397809182405,estimated,partial,month
Satsop salmon 2022,Standard,2022,11,329,boat,5940.061621002567,2,2,1,63,6.1269841269841265,month,63,63,2.4761904761904763,2.046354269292205,969.4919225988647,estimated,partial,month
Satsop salmon 2022,Standard,2022,12,329,bank,1284.019709876009,2,2,1,38,2.6469294736842106,month,38,38,1.5263157894736843,1.9445734384691453,485.0978171657919,estimated,partial,month
Satsop salmon 2022,Standard,2022,12,329,boat,465.43179103122725,2,2,1,6,5.855555,month,6,6,1.8333333333333333,2.107597187251397,79.48551265101725,estimated,partial,month
Satsop salmon 2023,Standard,2023,10,329,bank,26158.444353923216,2,2,1,124,4.060618225806452,month,124,124,1.7258064516129032,2.2535489284598818,6441.985653238324,estimated,partial,month
Satsop salmon 2023,Standard,2023,10,329,boat,13764.500704585538,2,2,1,41,6.520325365853658,month,41,41,2.268292682926829,2.3741856542697937,2111.014394568246,estimated,partial,month
Satsop salmon 2023,Standard,2023,11,329,bank,6558.247342027365,2,2,1,106,2.806760754716981,month,106,106,1.6415094339622642,2.1926144715639833,2336.5893694379606,estimated,partial,month
Satsop salmon 2023,Standard,2023,11,329,boat,6115.203342151675,2,2,1,55,5.392121454545455,month,55,55,2.618181818181818,2.0857118667233108,1134.09970337309,estimated,partial,month
Satsop salmon 2023,Standard,2023,12,329,bank,0,2,0,0,NA,3.4827534782608693,area_season,230,NA,1.6869565217391305,2.3074707207525313,0,zero_effort,partial,month
Satsop salmon 2023,Standard,2023,12,329,boat,0,2,0,0,NA,5.873958541666667,area_season,96,NA,2.46875,2.2717471901085893,0,zero_effort,partial,month
Satsop salmon 2024,Standard,2024,10,329,bank,18182.940691936063,2,2,1,203,4.51223315270936,month,203,203,1.7536945812807883,2.216695598885139,4029.698837928656,estimated,partial,month
Satsop salmon 2024,Standard,2024,10,329,boat,11925.789912708267,2,2,1,59,6.513559322033898,month,59,59,2.4237288135593222,2.289155600601464,1830.9175249799318,estimated,partial,month
Satsop salmon 2024,Standard,2024,11,329,bank,6653.542864886267,2,2,1,88,3.5210229545454546,month,88,88,1.7954545454545454,1.9058098261020255,1889.6618825778728,estimated,partial,month
Satsop salmon 2024,Standard,2024,11,329,boat,6691.537047764227,2,2,1,57,6.105848070175439,month,57,57,2.6140350877192984,1.82412612446093,1095.9226254661721,estimated,partial,month
Satsop salmon 2024,Standard,2024,12,329,bank,1303.4342884903213,2,2,1,28,2.6291667857142857,month,28,28,1.8214285714285714,1.837601838113315,495.759453364693,estimated,partial,month
Satsop salmon 2024,Standard,2024,12,329,boat,1997.9602709847863,2,2,1,19,5.37193,month,19,19,1.894736842105263,1.5920532124063358,371.92596906228977,estimated,partial,month
Satsop salmon 2025,Standard,2025,10,329,bank,17887.73146151655,2,2,1,95,3.6643856842105262,month,95,95,1.9894736842105263,1.8984198189948536,4881.508935752317,estimated,collected,month
Satsop salmon 2025,Standard,2025,10,329,boat,11370.475073280422,2,2,1,40,6.38583375,month,40,40,2.325,1.7745530469355209,1780.5779978660457,estimated,collected,month
Satsop salmon 2025,Standard,2025,11,329,bank,3674.1812201128896,2,2,1,83,3.2200809638554215,month,83,83,1.6265060240963856,1.8755321477582487,1141.021378454339,estimated,collected,month
Satsop salmon 2025,Standard,2025,11,329,boat,4388.046024470899,2,2,1,69,5.9285033333333335,month,69,69,2.5217391304347827,2.086568283622563,740.1608429228455,estimated,collected,month
Satsop salmon 2025,Standard,2025,12,329,bank,851.266707977835,2,2,1,16,2.169791875,month,16,16,1.25,1.3162540410078836,392.3264336022251,estimated,collected,month
Satsop salmon 2025,Standard,2025,12,329,boat,929.670781893004,2,2,1,12,5.333334166666667,month,12,12,2.0833333333333335,2.1035795994726287,174.3132443684938,estimated,collected,month
Skagit fall salmon 2022,Standard,2022,9,830,bank,17662.631566446027,12,12,1,88,3.0863642045454545,month,88,88,1.625,1.8432029034350894,5722.795624843407,estimated,partial,month
Skagit fall salmon 2022,Standard,2022,9,830,boat,43855.039387682846,12,12,1,471,5.0083864755838645,month,471,471,2.180467091295117,1.9093327027711493,8756.320943177681,estimated,partial,month
Skagit fall salmon 2022,Standard,2022,10,830,bank,21102.61775853159,12,12,1,83,2.759839156626506,month,83,83,1.6265060240963856,1.786233733525897,7646.32160097562,estimated,partial,month
Skagit fall salmon 2022,Standard,2022,10,830,boat,33771.73228205278,12,12,1,403,5.59776682382134,month,403,403,2.2332506203473947,2.0923073485035193,6033.072356343409,estimated,partial,month
Skagit fall salmon 2022,Standard,2022,11,830,bank,6541.396924521123,12,12,1,30,2.422222,month,30,30,1.3666666666666667,1.5518386207121515,2700.576959717616,estimated,partial,month
Skagit fall salmon 2022,Standard,2022,11,830,boat,10521.952345208916,12,12,1,88,4.985605909090909,month,88,88,2.2045454545454546,1.7748094983992957,2110.466117272298,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,8,830,bank,31060.17391547847,6,6,1,39,2.5448717948717947,month,39,39,1.9743589743589745,1.570242502067539,12205.005367291289,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,8,830,boat,17079.624511610815,6,6,1,185,3.8889187567567567,month,185,185,2.4054054054054053,1.6511729005504037,4391.869714926808,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,9,830,bank,72221.21606539439,12,12,1,123,2.7060977235772357,month,123,123,2.040650406504065,1.6230104725093746,26688.325198368653,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,9,830,boat,49388.72133065108,12,12,1,399,4.482581428571429,month,399,399,2.398496240601504,2.0677641758656087,11017.919499655574,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,10,830,bank,43032.82332663814,12,12,1,100,3.1226664,month,100,100,1.61,2.3772188597532846,13780.79430022949,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,10,830,boat,37060.51121875899,12,12,1,348,4.650047873563218,month,348,348,2.2614942528735633,1.8635852100303545,7969.920359198459,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,11,830,bank,11917.220101362696,12,12,1,42,2.4670633333333334,month,42,42,1.3571428571428572,1.5931781581796849,4830.528645270299,estimated,partial,month
Skagit fall salmon 2023,Standard,2023,11,830,boat,11893.180161020635,12,12,1,48,4.510416666666667,month,48,48,2.2291666666666665,1.9077473757425227,2636.82516272051,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,9,830,bank,18545.56786003297,10,10,1,157,3.2230363057324842,month,157,157,1.78343949044586,1.9164360265070048,5754.067314428904,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,9,830,boat,46258.06948120591,10,10,1,430,4.72372076744186,month,430,430,2.0395348837209304,1.9034932106888562,9792.718866881085,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,10,830,bank,15864.14707033805,10,10,1,84,2.6652784523809525,month,84,84,1.4880952380952381,1.639678077216624,5952.153725689057,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,10,830,boat,30449.19610817166,10,10,1,209,4.671371674641148,month,209,209,2.22488038277512,1.9280024831037934,6518.255927582716,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,11,830,bank,7578.030019270876,10,10,1,54,2.528086111111111,month,54,54,1.6296296296296295,1.353165144148127,2997.536352090586,estimated,partial,month
Skagit fall salmon 2024,Standard,2024,11,830,boat,12035.526990740742,10,10,1,39,5.427777435897436,month,39,39,2.5641025641025643,1.9991974262026644,2217.3950816667507,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,8,830,bank,20754.560884884704,6,6,1,71,3.0330988732394366,month,71,71,2.084507042253521,1.9340850684980957,6842.691831776073,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,8,830,boat,12711.751504156884,6,6,1,111,4.099249099099099,month,111,111,2.2162162162162162,1.9337962783553493,3100.9951327306685,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,9,826,bank,3185.5604917530154,2,2,1,11,5.065150909090909,month,11,11,2.4545454545454546,2.3302526747735084,628.9171929775254,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,9,826,boat,0,2,2,1,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,month
Skagit fall salmon 2025,Standard,2025,9,830,bank,52406.69981048184,12,12,1,117,3.450854700854701,month,117,117,1.9572649572649572,2.447765269180122,15186.585455916718,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,9,830,boat,43990.94260339642,12,12,1,355,4.778920112676056,month,355,355,2.397183098591549,2.151156785077183,9205.205687935799,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,10,826,bank,9106.217106345543,2,2,1,10,4.061666,month,10,10,2.2,1.768465549566755,2241.9906280687637,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,10,826,boat,0,2,2,1,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,month
Skagit fall salmon 2025,Standard,2025,10,830,bank,33479.369087291016,12,12,1,132,3.100883484848485,month,132,132,1.643939393939394,1.8622065713650275,10796.719467492949,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,10,830,boat,31263.669897381977,12,12,1,241,4.8640385477178425,month,241,241,2.5311203319502074,1.7904054079639706,6427.512773732144,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,11,826,bank,2351.7059487403335,2,2,1,6,2.5111116666666664,month,6,6,1.1666666666666667,1.3158732349191795,936.5198608877743,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,11,826,boat,0,2,2,1,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,month
Skagit fall salmon 2025,Standard,2025,11,830,bank,4615.15143638998,12,8,0.6666666666666666,14,2.8666657142857144,month,14,14,1.3571428571428572,1.481856103954218,1609.9370824407179,estimated,partial,month
Skagit fall salmon 2025,Standard,2025,11,830,boat,4280.484492108903,12,8,0.6666666666666666,33,5.6434339393939394,month,33,33,2.909090909090909,1.8270385735647101,758.4893414325311,estimated,partial,month
Snohomish fall salmon 2022,Standard,2022,10,850,bank,179.1892658795319,4,4,1,1,2,month,1,1,1,2.690967965732777,89.59463293976594,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,10,850,boat,844.9809523809524,4,4,1,4,3.6416674999999996,month,4,4,1.75,1.5372810352995534,232.0313297084241,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,10,852,bank,345.8456988557875,2,2,1,1,3,month,1,1,2,1.7491461170795437,115.28189961859583,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,10,852,boat,344.920634920635,2,2,1,2,3.0583349999999996,month,2,2,2.5,1.4024260923307152,112.78052761408905,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,11,850,bank,1527.3001077292984,4,4,1,3,2.533333333333333,month,3,3,2.6666666666666665,3.279526829015633,602.8816214720915,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,11,850,boat,2585.3037698412695,4,4,1,2,2.966665,month,2,2,1.5,0.023567869016947532,871.4511985145845,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,11,852,bank,1694.4302341691205,2,2,1,8,3.23750125,month,8,8,1.5,1.867999605937841,523.3759320306426,estimated,collected,month
Snohomish fall salmon 2022,Standard,2022,11,852,boat,4865.620687830688,2,2,1,11,3.6303036363636365,month,11,11,2.8181818181818183,1.4358266773832609,1340.2792645478082,estimated,collected,month
Snohomish fall salmon 2023,Standard,2023,9,850,bank,62150.29925604441,4,4,1,478,2.9561016945606693,month,478,478,1.8430962343096233,1.965182549057406,21024.411768513626,estimated,partial,month
